timestamp,latitude,longitude,region,shoreline_position,erosion_rate,accretion_rate,net_shoreline_change,beach_width,beach_volume,dune_height,dune_width,cliff_retreat_rate,rock_strength,sediment_grain_size,sediment_composition,sand_supply,sediment_transport_rate,longshore_transport_rate,cross_shore_transport_rate,wave_height,wave_period,wave_direction,wave_energy,tidal_range,storm_surge_frequency,wind_speed,wind_direction,rainfall_intensity,runoff_volume,sea_level_rise,relative_sea_level_change,subsidence_rate,vegetation_cover,vegetation_health,root_density,bioturbation_index,human_activity,coastal_development,tourist_traffic,seawall_presence,seawall_condition,groyn_presence,beach_nourishment,protection_effectiveness,vulnerability_index,risk_assessment,economic_value,infrastructure_at_risk,property_damage_risk,evacuation_plan,community_preparedness,erosion_prediction_1_year,erosion_prediction_5_year,erosion_prediction_10_year,adaptation_cost,cost_benefit_ratio,monitoring_frequency,data_reliability,battery_level,signal_strength
2025-08-26T07:50:15.745Z,21.6202,69.6270,Porbandar,94.99,0.891,0.963,0.910,47.38,947.51,7.98,23.80,0.524,52.32,0.355,Mixed,66.79,13.95,26.92,6.98,2.49,8.76,166.6,258.68,1.80,-0.002,26.91,183.3,52.99,4.37,3.38,3.42,0.150,69.31,Excellent,69.66,0.292,Low,0.149,8.74,Absent,N/A,Present,None,0.900,0.101,Low,938782.58,None,51014.51,Standby,High,0.29,0.39,3.98,438049.68,2.22,Monthly,0.918,88.0,-20.4
2025-08-26T07:20:15.746Z,22.2223,68.9545,Dwarka,90.91,0.393,0.914,0.608,44.93,898.59,7.67,21.88,0.147,40.01,0.223,Silt,63.53,9.18,37.52,4.59,1.93,9.14,179.4,146.84,1.83,0.073,20.51,238.6,53.61,6.81,3.14,3.40,0.550,65.74,Excellent,60.26,0.348,Low,0.150,13.63,Absent,N/A,Absent,None,0.900,0.143,Low,889866.62,None,91777.82,Standby,High,0.88,1.12,5.83,136463.08,2.21,Monthly,0.910,64.8,-19.2
2025-08-26T06:50:15.746Z,22.4814,70.0573,Jamnagar,98.60,-0.152,1.120,1.177,49.55,990.92,7.94,23.11,0.024,53.55,0.216,Sand,69.69,1.48,36.57,0.74,1.32,8.21,171.9,23.73,2.33,0.036,15.89,185.7,51.09,2.20,3.10,3.07,0.085,74.49,Excellent,70.12,0.286,Low,0.050,4.40,Absent,N/A,Present,Recent,0.900,0.023,Low,982200.95,None,14832.54,Standby,High,0.41,-0.48,1.98,266717.17,2.51,Monthly,0.885,99.5,-30.1
2025-08-26T06:20:15.746Z,21.7522,72.1336,Bhavnagar,51.19,2.529,0.007,-2.331,21.10,421.95,4.57,9.97,0.782,46.51,0.270,Silt,31.75,48.90,65.89,24.45,5.11,14.85,152.9,782.36,2.28,0.252,44.34,204.8,58.52,30.65,4.30,4.49,1.746,38.23,Fair,33.38,0.737,High,0.610,61.29,Present,Poor,Absent,None,0.018,0.883,Critical,413232.33,Buildings,488973.06,Active,Low,2.93,11.25,24.15,2138386.99,1.08,Daily,0.914,71.5,-34.7
2025-08-26T05:50:15.746Z,20.9103,70.1797,Veraval,85.95,1.101,1.003,0.241,41.96,839.10,6.59,20.92,0.705,56.24,0.360,Clay,59.56,23.72,47.15,11.86,3.29,8.79,204.9,417.82,2.16,0.131,33.06,194.9,61.94,9.79,3.68,3.62,0.735,71.02,Good,60.40,0.449,Low,0.107,19.58,Absent,N/A,Absent,None,0.900,0.217,Moderate,830379.75,None,141350.21,Standby,High,0.50,4.59,7.77,403413.33,1.88,Monthly,0.861,67.9,-16.5
2025-08-26T05:20:15.746Z,23.0381,72.5771,Ahmedabad Coast,62.52,1.787,0.381,-1.493,27.89,557.86,5.22,14.14,0.601,40.34,0.329,Gravel,40.82,37.57,57.84,18.79,4.21,13.33,181.8,601.14,1.89,0.188,37.54,211.1,58.51,23.85,4.51,4.34,1.357,40.59,Fair,36.44,0.566,High,0.507,47.70,Present,Fair,Absent,None,0.199,0.711,Critical,549142.51,Buildings,375714.57,Active,Low,2.06,8.26,17.23,1408492.90,1.30,Daily,0.970,73.0,-32.2
2025-08-26T04:50:15.746Z,22.2382,71.2047,Gujarat Coast,69.99,1.707,0.454,-0.940,32.38,647.53,5.58,16.66,0.482,52.09,0.252,Clay,46.79,30.10,58.35,15.05,3.61,11.63,159.2,481.59,1.92,0.208,33.06,186.2,61.99,19.37,4.23,4.07,1.272,46.88,Fair,45.77,0.559,High,0.436,38.74,Present,Good,Absent,None,0.318,0.565,High,638808.36,Roads,300993.04,Standby,Low,1.71,7.92,14.02,1250212.55,1.62,Daily,0.986,63.1,-27.4
2025-08-26T04:20:15.746Z,21.6582,69.6495,Porbandar,64.10,1.582,0.406,-1.376,28.84,576.88,5.33,15.14,0.576,53.30,0.249,Clay,42.08,35.99,61.40,17.99,4.08,11.52,185.3,575.79,1.79,0.261,36.59,240.8,59.19,22.90,4.46,4.50,1.370,38.65,Fair,39.04,0.606,High,0.419,45.80,Present,Fair,Absent,None,0.224,0.698,High,568155.44,Buildings,359870.47,Active,Low,2.34,8.73,17.22,1605955.61,1.22,Daily,0.930,67.8,-31.9
2025-08-26T03:50:15.746Z,22.2602,68.9677,Dwarka,91.36,0.249,0.843,0.641,45.20,903.97,6.92,22.46,0.140,50.99,0.282,Silt,63.89,8.73,32.78,4.36,1.90,8.99,170.3,139.67,2.12,0.030,20.24,225.4,42.90,6.55,3.82,3.71,0.561,74.84,Excellent,60.60,0.393,Low,0.103,13.09,Absent,N/A,Present,None,0.900,0.185,Low,895248.03,None,87293.31,Standby,High,0.64,1.78,4.88,149273.62,2.42,Monthly,0.936,98.1,-26.8
2025-08-26T03:20:15.746Z,22.4952,70.0643,Jamnagar,84.24,0.873,0.702,0.115,40.93,818.60,6.58,21.38,0.433,59.27,0.239,Coral,58.20,19.44,35.94,9.72,2.83,10.80,167.5,325.45,1.72,0.107,28.10,226.7,52.16,10.81,4.04,3.91,0.606,65.60,Good,58.74,0.460,Moderate,0.154,21.63,Absent,N/A,Present,None,0.900,0.283,Moderate,809882.73,None,158431.06,Standby,Moderate,1.08,3.71,7.54,620522.53,1.98,Weekly,0.964,80.7,-21.2
2025-08-26T02:50:15.746Z,21.7747,72.1742,Bhavnagar,50.81,2.394,0.076,-2.360,20.87,417.35,4.36,10.67,0.788,50.14,0.238,Silt,31.45,49.28,62.06,24.64,5.14,13.19,158.7,788.49,2.34,0.264,44.57,217.1,49.56,30.88,4.59,4.55,2.125,36.92,Fair,33.59,0.739,High,0.718,61.75,Present,Poor,Absent,Recent,0.012,0.896,Critical,408629.22,Buildings,492808.98,Active,Low,2.88,12.86,26.42,1926093.24,0.85,Daily,0.951,67.7,-30.5
2025-08-26T02:20:15.746Z,20.8992,70.1981,Veraval,71.22,1.691,0.537,-0.849,33.12,662.37,5.97,15.60,0.462,55.10,0.391,Mixed,47.78,28.86,51.50,14.43,3.51,11.52,193.1,461.80,2.04,0.158,32.32,244.6,46.68,18.63,4.20,4.17,1.310,55.52,Good,43.12,0.575,Moderate,0.321,37.25,Absent,N/A,Present,None,0.900,0.569,High,653651.64,Roads,288623.63,Standby,Moderate,1.61,6.50,13.46,1265042.82,1.73,Weekly,0.853,76.2,-24.7
2025-08-26T01:50:15.746Z,22.9979,72.5880,Ahmedabad Coast,50.29,2.356,-0.085,-2.397,20.56,411.20,3.67,10.14,0.797,42.71,0.352,Mixed,31.04,49.79,64.27,24.90,5.18,13.71,183.8,796.69,1.90,0.307,44.88,204.6,45.71,31.18,4.53,4.51,1.925,30.68,Fair,31.99,0.705,High,0.701,62.37,Present,Poor,Present,None,0.003,0.874,Critical,402481.85,Buildings,497931.79,Active,Low,2.75,11.01,23.72,2052931.04,1.24,Daily,0.978,98.2,-31.2
2025-08-26T01:20:15.746Z,22.2367,71.1728,Gujarat Coast,79.12,1.291,0.590,-0.264,37.86,757.13,6.18,19.42,0.335,58.67,0.311,Sand,54.10,20.97,52.45,10.48,2.88,9.97,162.8,335.45,2.27,0.147,27.58,182.1,54.31,13.89,4.02,3.58,0.667,55.80,Good,49.96,0.429,Moderate,0.209,27.78,Absent,N/A,Absent,None,0.900,0.364,Moderate,748409.04,Roads,209659.13,Standby,Moderate,1.60,5.20,10.60,1031850.93,2.01,Weekly,0.999,90.4,-16.6
2025-08-26T00:50:15.746Z,21.6448,69.6406,Porbandar,72.45,1.456,0.427,-0.758,33.86,677.11,5.43,16.78,0.493,55.64,0.210,Mixed,48.76,28.66,48.49,14.33,3.51,10.97,160.3,462.64,2.04,0.197,32.60,181.2,55.15,17.89,4.02,3.91,1.076,56.84,Good,48.98,0.479,Moderate,0.460,35.78,Absent,N/A,Absent,Recent,0.900,0.519,High,668389.22,Roads,276342.32,Standby,Moderate,2.15,6.71,14.95,1314435.52,1.64,Weekly,0.949,86.0,-19.0
2025-08-26T00:20:15.746Z,22.2293,68.9813,Dwarka,61.85,1.720,0.158,-1.542,27.49,549.88,4.67,12.53,0.612,57.79,0.282,Coral,40.28,38.24,53.58,19.12,4.26,13.40,181.8,611.79,1.83,0.195,37.94,207.4,62.58,24.25,4.30,4.50,1.382,48.19,Fair,38.80,0.600,High,0.439,48.50,Present,Fair,Present,None,0.188,0.693,Critical,541154.27,Buildings,382371.44,Active,Low,2.29,8.13,17.71,1652690.46,1.28,Daily,0.906,73.3,-24.5
2025-08-25T23:50:15.746Z,22.4762,70.0479,Jamnagar,57.13,2.117,0.273,-1.891,24.66,493.28,4.78,11.92,0.687,48.94,0.288,Gravel,36.51,42.95,58.76,21.48,4.64,13.61,181.2,687.26,1.98,0.265,40.77,208.8,54.93,27.08,4.49,4.35,1.892,34.40,Fair,32.94,0.614,High,0.673,54.16,Present,Poor,Absent,None,0.113,0.806,Critical,484557.24,Buildings,429535.63,Active,Low,2.71,10.63,22.23,1519336.78,1.11,Daily,0.992,70.8,-22.0
2025-08-25T23:20:15.746Z,21.7665,72.1490,Bhavnagar,94.58,0.056,1.115,0.880,47.13,942.61,7.65,23.75,0.088,46.43,0.229,Clay,66.46,5.51,37.44,2.75,1.64,9.54,184.9,88.15,2.03,0.054,18.31,205.3,48.68,4.61,3.20,3.48,0.272,78.11,Excellent,63.93,0.329,Low,0.133,9.23,Absent,N/A,Present,None,0.900,0.137,Low,933886.06,None,55094.95,Standby,High,0.53,0.42,2.35,446544.13,2.43,Monthly,0.879,92.0,-11.6
2025-08-25T22:50:15.746Z,20.9049,70.1900,Veraval,93.04,0.130,1.097,0.766,46.21,924.17,7.13,23.25,0.113,55.36,0.334,Sand,65.24,7.05,40.42,3.52,1.76,9.70,154.0,112.74,2.10,0.044,19.23,201.4,43.10,5.54,3.78,3.49,0.165,68.64,Excellent,66.38,0.379,Low,0.164,11.07,Absent,N/A,Present,None,0.900,0.108,Low,915445.46,None,70462.12,Standby,High,0.08,0.68,1.68,325139.01,2.41,Monthly,0.962,97.7,-27.9
2025-08-25T22:20:15.746Z,23.0438,72.5722,Ahmedabad Coast,84.83,0.612,0.982,0.158,41.28,825.63,7.02,19.78,0.244,43.36,0.241,Clay,58.67,15.26,40.75,7.63,2.42,10.64,207.8,244.12,2.36,0.125,24.15,237.0,56.94,10.46,3.56,3.86,0.826,60.99,Good,58.76,0.374,Moderate,0.224,20.92,Absent,N/A,Present,None,0.900,0.262,Moderate,816913.12,None,152572.40,Standby,Moderate,0.91,4.52,7.47,454248.92,1.93,Weekly,0.930,64.2,-33.9
2025-08-25T21:50:15.747Z,22.2546,71.1786,Gujarat Coast,76.30,1.487,0.727,-0.473,36.17,723.33,6.48,16.75,0.572,52.98,0.356,Sand,51.85,27.61,55.67,13.80,3.49,10.26,165.9,457.03,1.73,0.119,33.10,247.9,43.33,15.58,3.96,4.14,1.187,56.11,Good,51.73,0.499,Moderate,0.362,31.16,Absent,N/A,Absent,None,0.900,0.436,Moderate,714608.01,Roads,237826.66,Standby,Moderate,1.33,6.77,10.21,1074821.29,1.94,Weekly,0.910,72.7,-12.0
2025-08-25T21:20:15.747Z,21.6667,69.6163,Porbandar,63.30,1.962,0.445,-1.435,28.36,567.28,5.44,14.91,0.589,54.41,0.357,Clay,41.44,36.79,54.78,18.39,4.14,13.14,186.5,588.59,2.48,0.172,37.07,216.2,44.80,23.38,4.14,4.27,1.542,47.58,Fair,37.58,0.596,High,0.441,46.76,Present,Fair,Absent,None,0.211,0.620,High,558560.00,Buildings,367866.66,Active,Low,2.36,7.82,17.90,1611808.63,1.37,Daily,0.910,93.9,-26.2
2025-08-25T20:50:15.747Z,22.2580,68.9887,Dwarka,59.24,2.272,0.204,-1.735,25.93,518.60,4.62,11.83,0.653,55.44,0.350,Mixed,38.20,40.84,69.19,20.42,4.47,13.18,188.1,653.49,1.96,0.268,39.51,217.3,51.55,25.81,4.55,4.38,1.840,45.86,Fair,32.54,0.618,High,0.581,51.63,Present,Poor,Absent,None,0.147,0.730,Critical,509881.81,Buildings,408431.82,Active,Low,2.74,11.09,19.86,1442140.35,1.28,Daily,0.904,95.5,-15.2
2025-08-25T20:20:15.747Z,22.4548,70.0561,Jamnagar,78.36,1.145,0.638,-0.321,37.40,747.97,6.08,17.32,0.348,49.86,0.306,Silt,53.49,21.73,40.99,10.86,2.94,11.60,151.6,347.67,1.70,0.131,28.04,200.1,54.58,14.35,4.10,3.68,1.038,61.53,Good,53.46,0.476,Moderate,0.250,28.69,Absent,N/A,Absent,None,0.900,0.402,Moderate,739247.71,Roads,217293.57,Standby,Moderate,0.90,6.56,8.76,1090998.83,1.80,Weekly,0.929,70.7,-32.7
2025-08-25T19:50:15.747Z,21.7581,72.1338,Bhavnagar,96.17,0.140,1.214,0.998,48.09,961.76,7.81,24.04,0.063,52.83,0.302,Coral,67.74,3.91,26.39,1.96,1.51,8.78,194.6,62.61,2.22,-0.015,17.35,240.3,48.85,3.66,3.22,3.44,0.322,75.16,Excellent,63.14,0.327,Low,0.044,7.31,Absent,N/A,Present,None,0.900,0.075,Low,953042.86,None,39130.95,Standby,High,0.19,1.78,1.90,383039.89,2.24,Monthly,0.857,81.9,-28.3
2025-08-25T19:20:15.747Z,20.9336,70.2263,Veraval,54.61,2.435,0.112,-2.078,23.15,463.00,4.39,10.77,0.859,52.88,0.303,Silt,34.49,48.11,67.03,24.05,5.10,12.93,166.1,780.26,2.22,0.294,44.92,239.5,51.26,28.59,4.57,4.42,1.817,40.67,Fair,35.56,0.645,High,0.634,57.19,Present,Poor,Absent,None,0.072,0.785,Critical,454275.99,Buildings,454770.01,Active,Low,2.52,11.13,24.64,2060570.06,1.24,Daily,0.899,63.4,-28.8
2025-08-25T18:50:15.747Z,23.0445,72.5640,Ahmedabad Coast,79.76,1.173,0.761,-0.217,38.24,764.78,6.36,17.57,0.325,40.72,0.272,Silt,54.61,20.33,48.00,10.16,2.83,10.08,163.2,325.26,1.79,0.109,27.20,199.7,49.90,13.51,3.47,4.00,1.056,59.24,Good,49.67,0.491,Moderate,0.326,27.01,Absent,N/A,Absent,None,0.900,0.393,Moderate,756055.83,Roads,203286.81,Standby,Moderate,1.68,4.15,10.46,763223.21,2.01,Weekly,0.888,63.5,-14.4
2025-08-25T18:20:15.747Z,22.2673,71.1821,Gujarat Coast,59.04,2.146,0.202,-1.750,25.81,516.13,4.32,13.58,0.961,53.94,0.369,Coral,38.03,47.13,68.15,23.56,5.09,12.45,151.6,778.38,1.81,0.283,45.71,230.8,53.77,25.94,4.32,4.45,1.777,44.84,Fair,33.54,0.645,High,0.535,51.87,Present,Poor,Absent,Recent,0.143,0.694,Critical,507411.23,Buildings,410490.64,Active,Low,2.43,11.31,21.42,1478858.61,1.42,Daily,0.915,64.3,-19.8
2025-08-25T17:50:15.747Z,21.6198,69.6148,Porbandar,63.78,1.811,0.317,-1.399,28.65,573.05,4.89,13.14,0.581,43.66,0.357,Sand,41.83,36.31,64.24,18.15,4.10,12.01,164.0,580.90,1.97,0.229,36.78,258.7,61.32,23.09,4.45,4.24,1.235,39.24,Fair,40.49,0.550,High,0.431,46.18,Present,Fair,Present,None,0.219,0.666,High,564326.61,Buildings,363061.16,Active,Low,2.27,8.81,17.17,1216371.92,1.17,Daily,0.993,83.7,-27.9
2025-08-25T17:20:15.747Z,22.2475,68.9600,Dwarka,93.49,0.484,1.143,0.799,46.47,929.50,7.54,21.74,0.106,59.90,0.314,Clay,65.59,6.60,41.07,3.30,1.73,8.56,199.3,105.63,1.85,0.083,18.96,189.0,46.72,5.27,3.43,3.23,0.414,73.22,Excellent,69.46,0.356,Low,0.190,10.54,Absent,N/A,Absent,None,0.900,0.124,Low,920779.50,None,66017.08,Standby,High,0.66,2.69,4.49,418119.07,2.52,Monthly,0.947,94.2,-17.9
2025-08-25T16:50:15.747Z,22.4913,70.0746,Jamnagar,65.83,1.948,0.289,-1.248,29.88,597.66,5.51,16.16,0.950,45.44,0.341,Coral,43.47,42.29,63.85,21.15,4.74,11.86,162.3,708.86,2.33,0.177,43.59,203.4,46.40,21.86,3.97,4.38,1.425,46.63,Fair,47.28,0.593,High,0.450,43.72,Present,Good,Absent,None,0.252,0.569,High,588942.84,Roads,342547.63,Standby,Low,2.48,7.75,15.39,1208904.78,1.35,Daily,0.929,66.3,-27.1
2025-08-25T16:20:15.747Z,21.7610,72.1504,Bhavnagar,71.44,1.470,0.423,-0.832,33.25,664.98,6.04,17.86,0.728,53.05,0.267,Mixed,47.96,34.04,55.29,17.02,4.03,11.95,166.5,566.14,2.49,0.141,37.58,200.6,61.56,18.49,4.14,4.03,1.238,50.08,Good,45.07,0.555,Moderate,0.461,36.99,Absent,N/A,Absent,None,0.900,0.519,High,656264.51,Roads,286446.24,Standby,Moderate,1.64,6.40,13.31,1089285.76,1.60,Weekly,0.908,80.1,-13.9
2025-08-25T15:50:15.747Z,20.9303,70.2047,Veraval,58.61,1.959,0.239,-1.782,25.55,510.96,4.26,13.76,0.664,49.49,0.245,Sand,37.69,41.48,62.56,20.74,4.52,13.44,181.7,663.69,2.37,0.220,39.89,236.8,46.57,26.20,4.58,4.45,1.899,43.67,Fair,36.90,0.622,High,0.572,52.39,Present,Poor,Absent,None,0.136,0.783,Critical,502235.94,Buildings,414803.38,Active,Low,2.72,10.02,22.08,1655328.70,1.47,Daily,0.946,73.3,-15.2
2025-08-25T15:20:15.747Z,23.0090,72.5496,Ahmedabad Coast,66.21,1.685,0.494,-1.220,30.11,602.15,5.57,13.67,0.542,48.91,0.340,Silt,43.77,33.88,63.65,16.94,3.91,11.87,151.6,542.09,1.95,0.182,35.33,227.9,48.71,21.64,4.33,4.26,1.461,41.16,Fair,46.09,0.607,High,0.488,43.27,Present,Good,Present,Recent,0.258,0.586,High,593428.79,Roads,338809.34,Standby,Low,2.07,9.27,15.94,1593593.92,1.65,Daily,0.964,75.3,-32.4
2025-08-25T14:50:15.747Z,22.2666,71.1747,Gujarat Coast,71.28,1.240,0.375,-0.844,33.15,663.05,5.95,14.93,0.461,47.25,0.286,Gravel,47.83,28.81,52.78,14.40,3.50,11.79,172.2,460.89,2.31,0.195,32.28,232.9,48.00,18.59,4.44,4.07,1.314,54.99,Good,48.85,0.557,Moderate,0.456,37.18,Absent,N/A,Absent,None,0.900,0.558,High,654332.49,Roads,288056.26,Standby,Moderate,2.20,6.06,13.15,1199228.59,1.47,Weekly,0.963,92.0,-18.7
2025-08-25T14:20:15.747Z,21.6425,69.6369,Porbandar,89.41,0.683,0.988,0.497,44.03,880.57,6.91,22.18,0.171,42.99,0.353,Silt,62.33,10.68,41.94,5.34,2.05,8.83,158.1,170.87,2.35,0.093,21.41,255.7,48.94,7.72,3.65,3.65,0.509,69.37,Good,60.70,0.358,Low,0.167,15.43,Absent,N/A,Present,Recent,0.900,0.230,Low,871848.84,None,106792.63,Standby,High,0.60,1.16,6.97,637129.16,2.17,Monthly,0.933,68.1,-26.9
2025-08-25T13:50:15.747Z,22.2619,68.9459,Dwarka,90.88,0.236,0.831,0.606,44.91,898.21,7.32,22.27,0.147,47.27,0.271,Silt,63.50,9.21,37.26,4.60,1.94,9.85,163.5,147.35,1.82,0.071,20.53,235.1,55.59,6.83,3.66,3.73,0.478,76.52,Excellent,66.43,0.372,Low,0.074,13.67,Absent,N/A,Present,None,0.900,0.133,Low,889487.35,None,92093.87,Standby,High,0.92,2.24,4.29,415306.73,2.12,Monthly,0.908,73.3,-22.9
2025-08-25T13:20:15.747Z,22.4946,70.0414,Jamnagar,78.64,0.850,0.692,-0.300,37.57,751.40,6.28,17.88,0.343,53.91,0.352,Mixed,53.72,21.44,52.82,10.72,2.92,10.76,164.5,343.09,2.25,0.160,27.87,238.3,58.20,14.17,4.06,3.85,0.646,57.14,Good,55.74,0.484,Moderate,0.330,28.35,Absent,N/A,Present,None,0.900,0.432,Moderate,742678.97,Roads,214434.19,Standby,Moderate,0.91,4.86,10.60,1072248.83,1.62,Weekly,0.987,62.5,-15.5
2025-08-25T12:50:15.747Z,21.7817,72.1323,Bhavnagar,78.94,0.841,0.743,-0.277,37.75,755.01,6.00,17.74,0.338,51.82,0.213,Clay,53.96,21.14,50.03,10.57,2.89,9.69,181.2,338.28,1.73,0.176,27.69,215.7,50.88,13.99,4.21,3.86,0.783,56.04,Good,49.97,0.509,Moderate,0.221,27.99,Absent,N/A,Present,None,0.900,0.428,Moderate,746293.52,Roads,211422.07,Standby,Moderate,1.36,3.83,8.85,748334.78,1.72,Weekly,0.966,88.2,-19.2
2025-08-25T12:20:15.747Z,20.9335,70.2217,Veraval,75.45,1.433,0.700,-0.536,35.65,713.09,6.30,19.05,0.394,43.85,0.330,Coral,51.16,24.64,47.58,12.32,3.17,10.14,163.5,394.17,1.87,0.174,29.78,219.6,47.59,16.09,3.80,4.08,0.905,53.52,Good,48.03,0.458,Moderate,0.257,32.18,Absent,N/A,Present,None,0.900,0.438,Moderate,704372.35,Roads,246356.38,Standby,Moderate,1.34,6.38,10.87,842163.27,1.88,Weekly,0.913,64.8,-15.9
2025-08-25T11:50:15.747Z,23.0236,72.5592,Ahmedabad Coast,66.32,1.843,0.275,-1.212,30.17,603.47,5.07,13.94,0.540,46.78,0.271,Sand,43.86,33.77,58.27,16.89,3.90,12.46,189.6,540.34,1.92,0.231,35.26,253.7,45.86,21.57,4.12,4.43,1.133,53.18,Fair,44.71,0.547,High,0.541,43.14,Present,Good,Present,None,0.260,0.611,High,594746.66,Roads,337711.12,Standby,Low,2.19,9.04,15.57,1225031.88,1.62,Daily,0.908,76.6,-34.5
2025-08-25T11:20:15.747Z,22.2384,71.1902,Gujarat Coast,75.87,1.133,0.734,-0.505,35.91,718.13,6.08,17.13,0.387,52.00,0.256,Sand,51.50,24.22,44.63,12.11,3.14,11.25,161.7,387.45,2.00,0.176,29.53,215.8,56.68,15.84,3.93,3.94,0.802,50.13,Good,54.80,0.467,Moderate,0.364,31.67,Absent,N/A,Present,None,0.900,0.435,Moderate,709414.62,Roads,242154.48,Standby,Moderate,1.76,5.49,9.75,1215717.73,1.97,Weekly,0.983,96.9,-10.8
2025-08-25T10:50:15.747Z,21.6422,69.6497,Porbandar,89.00,0.624,0.805,0.467,43.79,875.73,6.76,21.81,0.392,53.85,0.377,Sand,62.01,15.37,41.81,7.68,2.52,9.70,162.4,263.02,1.91,0.113,25.93,188.9,49.11,7.96,3.71,3.65,0.629,75.75,Good,57.13,0.370,Low,0.205,15.92,Absent,N/A,Present,None,0.900,0.205,Low,867009.19,None,110825.68,Standby,High,0.50,1.60,5.85,410489.86,2.13,Monthly,0.858,85.7,-29.3
2025-08-25T10:20:15.747Z,22.2508,68.9578,Dwarka,64.18,1.911,0.209,-1.370,28.89,577.89,5.45,13.22,0.574,41.03,0.303,Silt,42.15,35.90,52.46,17.95,4.07,11.83,182.7,574.44,2.14,0.182,36.54,186.1,61.37,22.85,4.24,4.27,1.608,37.42,Fair,40.41,0.589,High,0.476,45.70,Present,Fair,Absent,None,0.226,0.643,High,569170.62,Buildings,359024.48,Active,Low,1.87,8.06,16.77,1444878.14,1.59,Daily,0.955,81.8,-25.8
2025-08-25T09:50:15.747Z,22.4541,70.0424,Jamnagar,76.75,1.262,0.635,-0.440,36.43,728.67,6.56,17.28,0.373,44.99,0.367,Clay,52.20,23.34,50.87,11.67,3.07,11.00,205.5,373.40,1.94,0.141,29.00,216.0,62.07,15.31,4.21,3.73,0.759,60.40,Good,56.02,0.462,Moderate,0.298,30.62,Absent,N/A,Present,Recent,0.900,0.458,Moderate,719947.16,Roads,233377.36,Standby,Moderate,1.45,4.98,11.20,1134594.65,1.75,Weekly,0.951,98.8,-11.0
2025-08-25T09:20:15.747Z,21.7496,72.1689,Bhavnagar,95.40,0.278,1.090,0.940,47.62,952.45,7.75,22.89,0.075,54.19,0.284,Silt,67.12,4.69,30.24,2.34,1.58,9.12,205.3,75.02,1.84,0.022,17.81,216.1,44.00,4.12,2.99,3.32,0.209,68.82,Excellent,61.74,0.339,Low,0.141,8.24,Absent,N/A,Absent,Recent,0.900,0.074,Low,943731.40,None,46890.50,Standby,High,0.73,2.09,2.62,143153.68,2.31,Monthly,0.966,94.0,-32.6
2025-08-25T08:50:15.747Z,20.8992,70.1818,Veraval,99.60,-0.071,1.054,1.251,50.14,1002.83,7.74,25.11,0.008,43.80,0.262,Gravel,70.48,0.49,25.18,0.25,1.24,7.51,153.8,7.85,2.31,-0.007,15.29,208.1,62.39,1.60,3.55,3.13,-0.195,82.79,Excellent,72.74,0.328,Low,-0.001,3.20,Absent,N/A,Absent,None,0.900,0.040,Low,994111.65,None,4906.96,Standby,High,-0.45,-0.82,1.78,40076.07,2.56,Monthly,0.963,98.5,-13.5
2025-08-25T08:20:15.747Z,23.0372,72.5507,Ahmedabad Coast,87.56,0.728,0.823,0.360,42.92,858.39,6.80,21.76,0.200,42.09,0.241,Mixed,60.85,12.53,42.73,6.26,2.20,8.67,208.1,200.44,1.86,0.124,22.52,213.6,54.48,8.82,3.47,3.67,0.539,71.74,Good,56.72,0.359,Low,0.264,17.65,Absent,N/A,Present,None,0.900,0.228,Moderate,849669.72,None,125275.23,Standby,High,1.19,2.15,4.44,368635.81,2.29,Monthly,0.962,92.8,-14.4
2025-08-25T07:50:15.747Z,22.2823,71.2141,Gujarat Coast,53.44,2.374,-0.009,-2.165,22.45,448.96,4.25,10.83,0.746,54.70,0.363,Sand,33.55,46.65,73.47,23.32,4.93,14.09,209.3,746.35,2.17,0.235,42.99,252.0,60.57,29.30,4.97,4.36,1.712,33.26,Fair,34.50,0.654,High,0.707,58.59,Present,Poor,Absent,None,0.054,0.878,Critical,440236.21,Buildings,466469.82,Active,Low,2.46,11.35,22.82,2082473.33,0.97,Daily,0.988,83.9,-15.1
2025-08-25T07:20:15.747Z,21.6227,69.6415,Porbandar,59.50,2.344,0.311,-1.716,26.08,521.68,4.91,14.13,0.781,52.11,0.342,Mixed,38.40,43.21,64.13,21.61,4.71,12.84,176.2,701.86,2.26,0.234,41.98,191.7,58.25,25.66,4.48,4.64,1.795,40.59,Fair,35.15,0.626,High,0.656,51.32,Present,Poor,Absent,None,0.151,0.730,Critical,512963.60,Buildings,405863.67,Active,Low,2.23,8.66,19.59,1789370.68,1.21,Daily,0.959,70.3,-24.2
2025-08-25T06:50:15.747Z,22.2188,68.9914,Dwarka,97.86,-0.106,1.263,1.122,49.10,982.00,7.98,24.44,0.036,50.81,0.381,Silt,69.09,2.23,29.68,1.11,1.38,7.96,165.2,35.63,2.27,0.040,16.34,243.3,56.73,2.64,3.10,3.05,0.163,74.21,Excellent,65.28,0.295,Low,0.083,5.29,Absent,N/A,Absent,Recent,0.900,0.067,Low,973276.12,None,22269.90,Standby,High,0.14,0.35,-1.35,-100471.43,2.48,Monthly,0.878,82.1,-23.5
