timestamp,latitude,longitude,region,pH,dissolved_oxygen,biochemical_oxygen_demand,chemical_oxygen_demand,total_suspended_solids,turbidity,nitrates,nitrites,ammonia,phosphates,sulfates,chlorides,heavy_metals_index,mercury,lead,cadmium,chromium,copper,zinc,pesticides_index,hydrocarbon_index,oil_spill_indicator,plastic_debris_count,microplastics_count,bacterial_count,coliform_count,viral_load,algal_bloom_risk,eutrophication_index,toxicity_level,temperature,salinity,conductivity,redox_potential,seabirds_affected,fish_mortality_rate,coral_bleaching_index,pollution_source,industrial_waste_indicator,agricultural_runoff_index,domestic_sewage_index,stormwater_runoff_index,ship_traffic_impact,remediation_efficiency,treatment_capacity,compliance_status,risk_level,data_reliability,battery_level,signal_strength
2025-08-26T23:50:11.903Z,21.7473,72.1576,Bhavnagar,6.36,6.29,11.17,40.38,133.99,42.75,7.005,1.756,2.833,4.013,327.87,20477.53,0.6757,0.001601,0.04376,0.00738,0.0789,0.1475,0.4651,0.5215,0.8205,0.6692,58,223,14470,2894,529.70,0.5523,0.6077,Critical,27.97,36.73,54302.09,67.88,16,0.1015,0.4733,Urban Runoff,0.2510,0.5082,0.5223,0.3899,0.3935,0.4804,61.67,Non-Compliant,Extreme,0.950,95.0,-31.0
2025-08-26T23:20:11.903Z,20.9253,70.1577,Veraval,6.94,7.09,8.48,36.09,98.23,32.38,4.943,1.332,1.838,2.341,287.22,19522.66,0.4077,0.001193,0.03217,0.00678,0.0532,0.1138,0.2840,0.3416,0.4428,0.0000,33,129,8400,1680,315.71,0.4107,0.5148,High,27.43,36.62,51984.85,122.37,11,0.0811,0.3713,Agricultural,0.1703,0.3615,0.0698,0.3020,0.3242,0.6645,65.97,Warning,High,0.920,84.5,-39.0
2025-08-26T22:50:11.906Z,23.0486,72.5947,Ahmedabad Coast,6.95,7.21,8.14,31.84,89.87,26.41,4.427,1.122,1.617,2.114,252.89,19378.70,0.3977,0.001024,0.02727,0.00656,0.0479,0.0980,0.2807,0.2590,0.5699,0.0000,56,204,13255,2651,461.38,0.2892,0.4051,High,27.35,36.21,53329.62,133.30,10,0.0885,0.2377,Urban Runoff,0.4222,0.2746,0.8191,0.1285,0.1215,0.5843,70.08,Warning,High,0.971,90.2,-30.2
2025-08-26T22:20:11.906Z,22.2528,71.2129,Gujarat Coast,7.62,8.75,1.83,10.62,16.44,7.11,0.988,0.115,0.420,0.434,160.58,18442.83,-0.0713,0.000190,-0.00261,0.00141,-0.0009,-0.0107,0.0255,-0.0062,-0.0860,0.0000,14,48,3168,633,99.20,0.0911,0.0296,Low,26.33,35.48,49089.37,214.17,0,-0.0068,0.0505,Natural/Background,0.0046,-0.0370,0.3823,-0.0289,-0.0446,0.7161,87.13,Compliant,Low,0.943,92.7,-33.8
2025-08-26T21:50:11.906Z,21.6312,69.5908,Porbandar,6.23,5.81,13.82,50.48,160.71,52.71,9.153,1.994,3.300,4.123,353.16,21441.61,0.7766,0.002094,0.05177,0.00924,0.0967,0.1811,0.4622,0.5305,0.9814,0.7968,63,244,15865,3173,588.65,0.7221,0.7424,Critical,28.29,37.33,55102.30,47.63,19,0.1714,0.5716,Agricultural,0.2988,0.6336,0.4340,0.3727,0.3391,0.4827,58.30,Non-Compliant,Extreme,0.973,71.1,-39.3
2025-08-26T21:20:11.906Z,22.2137,68.9577,Dwarka,7.72,8.55,3.51,13.22,19.97,7.62,1.827,0.244,0.614,0.776,152.91,18502.21,-0.0279,-0.000003,0.00772,0.00087,0.0052,-0.0082,-0.0002,0.0953,0.1432,0.0000,9,34,2242,448,77.25,0.0557,0.0813,Low,26.46,35.52,51399.37,183.40,1,0.0028,0.0382,Natural/Background,0.0244,0.0648,0.0965,0.0669,0.0705,0.8376,77.97,Compliant,Low,0.946,71.7,-26.3
2025-08-26T20:50:11.906Z,22.5081,70.0608,Jamnagar,7.66,8.19,3.70,17.96,42.13,14.83,2.627,0.557,0.847,0.961,213.13,18983.64,0.1758,0.000364,0.00874,0.00330,0.0293,0.0429,0.0589,0.1289,0.1389,0.0000,25,92,6023,1204,205.89,0.1869,0.1534,Moderate,26.70,35.85,51673.70,192.61,4,0.0449,0.1674,Urban Runoff,0.0606,0.1327,0.5614,-0.0182,0.1517,0.7867,81.23,Compliant,Low,0.903,78.7,-20.1
2025-08-26T20:20:11.906Z,21.7544,72.1929,Bhavnagar,6.41,5.95,14.31,48.48,155.32,46.76,7.615,1.891,3.067,4.454,329.26,21335.32,0.7693,0.001656,0.05014,0.01032,0.1039,0.1687,0.4304,0.6031,0.8464,0.7606,69,261,16990,3398,618.82,0.7059,0.7891,Critical,28.20,37.09,54299.73,74.68,19,0.1262,0.6534,Industrial,0.7606,0.7616,0.5836,0.5787,0.3126,0.3667,61.47,Non-Compliant,Extreme,0.929,97.8,-31.3
2025-08-26T19:50:11.906Z,20.9369,70.2233,Veraval,7.46,8.09,5.52,21.46,66.42,19.66,1.793,0.683,1.122,1.054,178.74,18547.79,0.1057,0.000461,0.00759,0.00297,0.0328,0.0717,0.1301,0.2022,0.2326,0.0000,14,55,3604,720,134.69,0.2401,0.1235,Moderate,26.77,35.44,50862.50,141.66,4,0.0583,0.0487,Natural/Background,0.0708,0.1684,-0.0166,0.2455,0.0960,0.8007,74.99,Compliant,Low,0.914,78.3,-37.9
2025-08-26T19:20:11.906Z,22.9751,72.5697,Ahmedabad Coast,6.96,6.90,9.63,32.87,113.49,29.98,5.535,1.289,2.081,2.473,276.37,19442.76,0.5501,0.001503,0.03477,0.00683,0.0581,0.1147,0.3253,0.3855,0.5313,0.0000,39,152,9923,1984,368.99,0.4081,0.4790,Very High,27.56,36.26,54043.23,109.60,12,0.0843,0.4411,Agricultural,0.1893,0.5273,0.2881,0.2685,0.3403,0.6432,61.80,Warning,High,0.966,94.7,-22.1
2025-08-26T18:50:11.906Z,22.2394,71.2060,Gujarat Coast,7.30,7.70,5.59,23.46,82.29,18.99,2.846,0.796,1.345,1.996,217.86,19568.15,0.3836,0.000869,0.02315,0.00454,0.0365,0.0724,0.1816,0.2932,0.2424,0.0000,41,151,9814,1962,339.07,0.3071,0.3097,Moderate,27.03,35.95,51407.76,169.41,7,0.0713,0.1627,Urban Runoff,0.2923,0.2218,0.6433,0.2674,0.1571,0.7335,69.76,Warning,Moderate,0.959,78.0,-31.6
2025-08-26T18:20:11.906Z,21.6540,69.6609,Porbandar,6.13,5.83,14.81,46.68,164.87,45.11,8.159,2.180,3.335,4.389,328.80,20561.48,0.7851,0.001948,0.04786,0.01119,0.0957,0.2107,0.4454,0.6566,0.9761,0.7920,70,267,17367,3473,634.37,0.6642,0.7888,Critical,28.28,37.06,54717.95,74.85,19,0.1675,0.5219,Urban Runoff,0.7920,0.7523,0.6369,0.4023,0.4577,0.4679,54.82,Non-Compliant,Extreme,0.884,86.7,-34.3
2025-08-26T17:50:11.906Z,22.2888,68.9600,Dwarka,6.74,6.89,9.09,32.50,128.09,30.53,5.512,1.277,2.049,2.484,284.28,20170.66,0.4791,0.001137,0.03447,0.00527,0.0707,0.1196,0.3118,0.4302,0.5576,0.0000,33,132,8572,1714,327.92,0.5418,0.5096,Very High,27.57,36.43,53049.18,126.99,12,0.1019,0.4423,Agricultural,0.1910,0.4039,-0.0105,0.4583,0.2757,0.5044,68.36,Warning,High,0.998,99.1,-25.2
2025-08-26T17:20:11.906Z,22.4926,70.0644,Jamnagar,7.24,7.28,7.07,32.57,85.35,23.91,4.379,1.153,1.713,1.964,252.48,19897.29,0.4262,0.000885,0.02070,0.00582,0.0501,0.0899,0.2626,0.3362,0.4579,0.0000,30,117,7599,1519,284.84,0.3515,0.3996,High,27.31,35.53,53223.35,143.61,10,0.0818,0.2630,Agricultural,0.1518,0.3742,0.0452,0.1967,0.2625,0.6793,65.43,Warning,High,0.933,77.8,-35.0
2025-08-26T16:50:11.906Z,21.7405,72.1239,Bhavnagar,7.28,7.57,6.91,25.27,68.95,20.64,3.349,1.066,1.393,2.274,234.80,19247.26,0.2577,0.000992,0.02488,0.00504,0.0324,0.0947,0.2388,0.2746,0.3183,0.0000,44,162,10512,2102,364.99,0.3283,0.2668,High,27.12,36.00,52286.67,126.84,8,0.0805,0.3188,Urban Runoff,0.3275,0.3225,0.6955,0.1697,0.1345,0.6112,72.33,Warning,Moderate,0.977,76.6,-27.9
2025-08-26T16:20:11.906Z,20.9563,70.1930,Veraval,7.05,7.17,9.46,30.70,88.04,26.36,5.347,1.170,1.965,2.521,277.75,19362.82,0.4471,0.000928,0.03129,0.00457,0.0632,0.1150,0.2659,0.2521,0.5656,0.0000,53,197,12784,2556,448.48,0.4224,0.4967,High,27.39,35.61,53514.94,112.25,10,0.0985,0.3802,Urban Runoff,0.4351,0.3583,0.7201,0.2937,0.2681,0.5216,64.56,Warning,High,0.992,73.1,-30.4
2025-08-26T15:50:11.906Z,22.9736,72.5314,Ahmedabad Coast,7.70,8.37,2.80,12.20,28.26,14.90,1.880,0.440,0.513,0.899,189.59,18435.05,0.1636,0.000300,0.01038,0.00104,0.0152,0.0334,0.1186,0.0193,0.0325,0.0000,26,93,6097,1219,202.34,0.0806,0.0959,Low,26.59,35.39,50876.50,193.26,2,0.0240,0.1816,Urban Runoff,0.1151,0.1225,0.6436,-0.0306,0.0607,0.7472,79.85,Compliant,Low,0.993,79.4,-39.2
2025-08-26T15:20:11.906Z,22.2432,71.1845,Gujarat Coast,6.31,6.07,13.20,46.61,159.86,50.04,8.447,1.965,2.971,3.971,314.91,20233.00,0.7669,0.001999,0.04814,0.00944,0.0906,0.1583,0.4218,0.5198,0.9184,0.7284,65,247,16057,3211,586.03,0.5441,0.6635,Critical,28.12,37.15,54063.56,54.61,18,0.1552,0.4611,Urban Runoff,0.7284,0.6003,0.6435,0.4415,0.3706,0.4264,62.31,Non-Compliant,Extreme,0.990,73.8,-34.4
2025-08-26T14:50:11.906Z,21.6517,69.6682,Porbandar,7.20,7.52,7.89,30.87,73.04,20.06,3.258,0.816,1.521,1.904,246.44,19739.46,0.3906,0.000668,0.02603,0.00322,0.0327,0.0953,0.1658,0.2391,0.3288,0.0000,38,142,9244,1848,327.60,0.2993,0.3345,High,27.15,35.77,51678.39,157.95,8,0.0490,0.2184,Urban Runoff,0.1279,0.3638,0.5016,0.0827,0.1347,0.6742,72.35,Warning,Moderate,0.898,81.4,-25.3
2025-08-26T14:20:11.906Z,22.2753,68.9998,Dwarka,7.37,7.62,5.93,28.03,81.24,19.19,3.962,0.857,1.384,1.938,222.45,19440.68,0.3745,0.000784,0.02420,0.00401,0.0402,0.0687,0.2064,0.2238,0.3674,0.0000,28,107,6963,1392,253.98,0.1978,0.2783,Moderate,27.08,35.84,52290.18,137.08,7,0.0774,0.1577,Natural/Background,0.1180,0.2171,0.3074,0.0862,0.2077,0.5699,75.04,Warning,Moderate,0.942,92.6,-25.3
2025-08-26T13:50:11.906Z,22.4372,70.0872,Jamnagar,7.59,8.20,4.65,16.91,53.26,18.27,1.796,0.572,0.977,0.821,206.84,18342.37,0.0782,0.000184,0.01047,0.00147,0.0191,0.0582,0.0578,0.1481,0.0823,0.0000,22,80,5255,1051,181.97,0.1038,0.0896,Low,26.70,35.36,51898.58,148.78,3,0.0113,0.2155,Natural/Background,0.0599,0.0489,0.3156,-0.0173,0.0253,0.7297,81.11,Compliant,Low,0.932,82.9,-33.8
2025-08-26T13:20:11.907Z,21.7532,72.1158,Bhavnagar,6.79,6.56,11.37,39.52,117.42,33.76,7.111,1.563,2.409,3.270,309.64,19845.14,0.5464,0.001354,0.03291,0.00892,0.0692,0.1599,0.3346,0.4231,0.7098,0.5973,43,168,10915,2183,411.14,0.5867,0.5381,Very High,27.79,36.72,54397.55,96.75,14,0.0885,0.4584,Agricultural,0.2240,0.4911,0.0825,0.5094,0.2617,0.4627,58.63,Non-Compliant,High,0.953,71.7,-32.6
2025-08-26T12:50:11.907Z,20.9316,70.1902,Veraval,7.79,8.72,1.90,11.12,25.59,8.39,0.600,0.267,0.308,0.752,157.95,18106.91,-0.0622,0.000232,0.00466,0.00033,-0.0029,-0.0053,0.0335,-0.0492,0.0281,0.0000,28,94,6146,1229,191.93,0.0890,0.0233,Low,26.35,35.03,49125.41,177.38,0,0.0217,-0.0847,Urban Runoff,0.0196,0.0386,0.8685,0.0947,0.0660,0.7694,79.45,Compliant,Low,0.933,97.7,-37.6
2025-08-26T12:20:11.907Z,22.9945,72.5595,Ahmedabad Coast,7.90,8.67,1.53,15.11,33.11,5.81,0.938,0.315,0.338,0.615,163.37,18116.32,0.0768,-0.000016,0.00620,0.00057,-0.0009,0.0252,0.0687,-0.0209,-0.0191,0.0000,11,40,2618,523,84.88,0.0511,-0.0218,Low,26.38,35.22,50980.66,213.38,0,-0.0015,0.0093,Natural/Background,0.0125,0.0459,0.2612,0.1544,0.0961,0.6905,82.88,Compliant,Low,0.953,74.5,-21.9
2025-08-26T11:50:11.907Z,22.2644,71.2177,Gujarat Coast,6.13,5.83,14.72,51.05,160.58,51.02,8.481,1.948,3.267,3.887,368.12,20942.13,0.6984,0.001752,0.04479,0.00919,0.0900,0.2189,0.4485,0.6304,0.9742,0.7925,77,290,18835,3767,679.66,0.7092,0.7564,Critical,28.28,37.08,54671.30,65.66,19,0.1369,0.5401,Industrial,0.7925,0.7404,0.8700,0.6203,0.3043,0.3681,57.32,Non-Compliant,Extreme,0.971,79.4,-32.4
2025-08-26T11:20:11.907Z,21.5921,69.6361,Porbandar,6.63,6.71,9.87,35.31,139.39,35.81,5.556,1.445,2.168,3.035,306.92,20258.05,0.5045,0.001413,0.03587,0.00763,0.0771,0.1312,0.3363,0.4641,0.6040,0.0000,45,174,11348,2269,419.52,0.4319,0.6057,Very High,27.69,36.26,53051.18,120.34,13,0.1076,0.4154,Agricultural,0.2091,0.5201,0.2480,0.2307,0.2403,0.4413,64.87,Warning,High,0.949,86.7,-25.3
2025-08-26T10:50:11.907Z,22.2322,69.0077,Dwarka,7.28,7.72,7.09,27.82,82.54,16.30,2.685,0.903,1.121,1.825,231.08,19190.79,0.3402,0.000695,0.01973,0.00463,0.0372,0.0582,0.2198,0.2500,0.3774,0.0000,35,130,8499,1699,297.81,0.3095,0.2802,Moderate,27.01,35.45,52230.12,164.58,7,0.0633,0.1688,Urban Runoff,0.1075,0.2701,0.4477,0.2224,0.2380,0.6030,78.12,Warning,Moderate,0.997,96.0,-28.7
2025-08-26T10:20:11.907Z,22.4987,70.0816,Jamnagar,7.41,8.20,4.44,14.83,49.49,16.54,1.955,0.530,1.016,1.493,208.30,19006.84,0.1055,0.000554,0.00861,0.00312,0.0171,0.0186,0.0947,0.1687,0.2557,0.0000,13,50,3263,652,120.44,0.1435,0.1261,Low,26.69,34.97,50173.95,161.96,3,0.0306,0.0233,Natural/Background,0.0595,0.1301,0.0424,0.0706,0.1244,0.7765,77.01,Compliant,Low,0.893,71.3,-37.2
2025-08-26T09:50:11.907Z,21.7171,72.1282,Bhavnagar,6.40,5.98,13.60,49.07,159.65,42.57,8.543,1.834,2.823,3.733,331.97,20505.63,0.7478,0.001992,0.04770,0.00980,0.0931,0.1966,0.5037,0.5315,0.8540,0.7517,53,208,13542,2708,511.40,0.6855,0.7710,Critical,28.18,36.99,54775.93,47.07,18,0.1555,0.5676,Agricultural,0.2819,0.6158,0.2181,0.5667,0.3979,0.3708,58.59,Non-Compliant,Extreme,0.904,85.7,-29.3
2025-08-26T09:20:11.907Z,20.9233,70.2129,Veraval,7.49,7.91,4.94,23.89,62.75,20.20,2.438,0.714,0.962,1.287,233.97,18651.77,0.3072,0.000544,0.01741,0.00238,0.0209,0.0752,0.1072,0.1982,0.2740,0.0000,38,138,8988,1797,306.77,0.1081,0.2677,Moderate,26.89,35.31,51232.43,169.80,5,0.0545,0.2514,Urban Runoff,0.2377,0.2390,0.6416,0.0690,0.1221,0.6865,80.30,Compliant,Moderate,0.891,87.7,-32.4
2025-08-26T08:50:11.907Z,23.0136,72.5596,Ahmedabad Coast,7.22,7.97,5.69,22.41,58.05,17.25,2.849,0.610,1.162,1.785,209.79,18389.05,0.2178,0.000659,0.00931,0.00143,0.0374,0.0539,0.1548,0.2239,0.2070,0.0000,39,141,9209,1841,311.53,0.2868,0.2275,Moderate,26.85,35.81,50516.50,148.85,5,0.0168,0.1969,Urban Runoff,0.2211,0.2191,0.8564,0.0475,0.0767,0.6876,73.69,Compliant,Moderate,0.931,89.6,-38.0
2025-08-26T08:20:11.907Z,22.2332,71.2190,Gujarat Coast,7.71,8.66,2.06,10.60,17.17,6.53,1.595,0.282,0.182,0.406,150.72,18129.83,0.1241,-0.000006,-0.00082,0.00068,0.0098,0.0037,0.0142,0.0273,-0.0052,0.0000,8,29,1925,385,63.79,0.0416,-0.0146,Low,26.39,35.22,50915.49,179.70,0,0.0160,-0.0292,Natural/Background,0.0133,0.0532,0.1574,-0.0576,-0.0254,0.7168,83.05,Compliant,Low,0.914,81.3,-39.8
2025-08-26T07:50:11.907Z,21.6156,69.6677,Porbandar,7.82,8.70,1.47,7.89,31.15,1.63,1.377,0.221,0.302,0.216,177.60,17629.07,-0.0004,-0.000154,-0.00263,0.00077,-0.0058,-0.0104,-0.0028,0.0387,0.0916,0.0000,14,48,3175,635,101.14,0.0262,-0.0427,Low,26.36,35.03,49416.56,208.32,0,0.0026,-0.0165,Natural/Background,0.0097,-0.0142,0.3523,-0.0613,-0.0702,0.8658,86.95,Compliant,Low,0.930,90.4,-39.4
2025-08-26T07:20:11.907Z,22.2143,68.9227,Dwarka,7.35,8.05,4.84,16.07,59.37,20.09,2.897,0.633,1.043,0.962,196.55,18578.53,0.1905,0.000332,0.01334,0.00358,0.0206,0.0719,0.1291,0.2173,0.2031,0.0000,13,54,3520,704,133.38,0.1650,0.2154,Moderate,26.79,35.07,50712.85,170.89,4,0.0167,0.0776,Natural/Background,0.0746,0.1288,0.0107,0.1356,0.1262,0.6043,78.06,Compliant,Low,0.951,84.1,-35.3
2025-08-26T06:50:11.907Z,22.4708,70.1015,Jamnagar,6.86,7.05,8.45,29.74,115.73,26.69,5.408,1.324,2.008,2.265,268.61,19979.20,0.5248,0.001370,0.02617,0.00678,0.0486,0.1018,0.3392,0.3160,0.6005,0.0000,39,149,9708,1941,357.39,0.4983,0.4501,High,27.46,36.66,53847.72,116.81,11,0.1103,0.3397,Agricultural,0.1743,0.4672,0.3917,0.3138,0.1490,0.6184,69.02,Warning,High,0.912,81.6,-24.7
2025-08-26T06:20:11.907Z,21.7913,72.1303,Bhavnagar,6.74,6.98,8.86,30.51,125.10,34.37,5.754,1.320,2.246,2.506,276.70,20092.55,0.4400,0.001172,0.03245,0.00725,0.0543,0.1206,0.3434,0.3127,0.5527,0.0000,42,161,10468,2093,383.22,0.4162,0.4420,Very High,27.51,36.38,53437.69,100.60,12,0.0895,0.4500,Agricultural,0.1816,0.5093,0.4144,0.2981,0.3146,0.5123,65.29,Warning,High,0.972,99.5,-36.2
2025-08-26T05:50:11.907Z,20.8949,70.2154,Veraval,6.58,5.97,13.82,51.64,171.31,51.88,8.329,2.095,2.999,3.793,347.79,21031.92,0.8415,0.002048,0.04261,0.00988,0.0848,0.1799,0.4326,0.5726,0.7571,0.7539,61,237,15389,3077,568.63,0.7251,0.7491,Critical,28.18,36.92,55343.12,74.27,18,0.1492,0.5466,Agricultural,0.2827,0.7536,0.4621,0.4753,0.3244,0.4944,55.24,Non-Compliant,Extreme,0.947,87.2,-27.6
2025-08-26T05:20:11.907Z,23.0047,72.5385,Ahmedabad Coast,7.29,7.58,6.95,26.21,89.20,20.13,3.224,1.044,1.453,1.872,246.88,19418.85,0.2361,0.000819,0.02003,0.00264,0.0435,0.0645,0.2403,0.1695,0.2970,0.0000,39,145,9467,1893,332.46,0.3366,0.3379,High,27.11,36.28,51578.62,148.62,8,0.0733,0.3408,Urban Runoff,0.3250,0.2050,0.6720,0.2963,0.2618,0.5979,76.14,Warning,Moderate,0.903,80.1,-28.2
2025-08-26T04:50:11.907Z,22.2221,71.2038,Gujarat Coast,6.95,7.47,6.98,30.41,86.86,22.60,4.440,0.955,1.476,2.303,221.23,19528.04,0.4338,0.000680,0.01913,0.00567,0.0497,0.0956,0.2476,0.2713,0.3862,0.0000,41,154,9998,1999,352.33,0.2130,0.4016,High,27.18,35.95,52089.92,128.95,8,0.0529,0.1920,Urban Runoff,0.3530,0.2846,0.6402,0.1040,0.2328,0.5394,68.61,Warning,Moderate,0.962,93.9,-33.7
2025-08-26T04:20:11.907Z,21.6407,69.6042,Porbandar,7.28,7.53,6.49,28.59,86.75,27.17,3.411,1.059,1.383,1.810,216.72,19594.02,0.3291,0.000620,0.01900,0.00295,0.0486,0.1069,0.2498,0.2340,0.4375,0.0000,40,148,9645,1929,339.69,0.3196,0.2770,High,27.14,36.07,53107.74,148.03,8,0.0624,0.3212,Urban Runoff,0.3389,0.2671,0.5801,0.1660,0.1065,0.5486,72.36,Warning,Moderate,0.929,77.0,-32.8
2025-08-26T03:50:11.907Z,22.2775,68.9993,Dwarka,7.29,7.91,5.69,21.20,51.21,15.90,2.799,0.803,1.312,1.522,203.94,19287.50,0.1833,0.000543,0.01968,0.00173,0.0374,0.0497,0.1816,0.1792,0.3271,0.0000,36,132,8579,1715,294.01,0.1482,0.2838,Moderate,26.89,35.84,51937.25,134.83,5,0.0645,0.2145,Urban Runoff,0.2363,0.1428,0.6743,0.1281,0.1707,0.7743,73.42,Compliant,Moderate,0.952,90.8,-29.2
2025-08-26T03:20:11.907Z,22.4523,70.0457,Jamnagar,7.77,8.79,2.85,9.57,7.20,8.73,0.725,0.103,0.333,0.539,165.61,18105.24,0.0462,0.000155,-0.00161,-0.00075,0.0065,-0.0179,-0.0055,0.0161,0.0930,0.0000,1,3,226,45,7.29,0.0785,0.0170,Low,26.30,35.42,49264.62,211.86,0,0.0085,-0.0138,Natural/Background,0.0009,-0.0809,0.0624,0.0641,-0.0835,0.7438,81.93,Compliant,Low,0.984,71.0,-25.8
2025-08-26T02:50:11.907Z,21.7423,72.1732,Bhavnagar,6.60,6.60,11.73,37.01,139.34,36.32,6.971,1.707,2.542,3.499,284.30,20513.30,0.5741,0.001536,0.03321,0.00849,0.0788,0.1260,0.3346,0.5076,0.5816,0.5867,41,163,10639,2127,401.31,0.5172,0.5825,Very High,27.76,36.70,53668.23,74.94,14,0.1290,0.4861,Agricultural,0.2200,0.5325,0.1826,0.5103,0.1934,0.5977,60.81,Non-Compliant,High,0.920,95.1,-21.9
2025-08-26T02:20:11.907Z,20.9343,70.1662,Veraval,7.63,8.78,1.86,14.13,16.86,6.90,1.244,0.102,0.262,0.112,132.61,18054.29,-0.0084,-0.000148,-0.00159,-0.00054,-0.0080,0.0046,-0.0131,0.0377,0.0330,0.0000,25,84,5467,1093,168.99,0.0073,0.0680,Low,26.31,34.76,49830.00,200.31,0,-0.0240,0.0945,Urban Runoff,0.0037,-0.0159,0.8211,0.0706,0.0835,0.7844,86.20,Compliant,Low,0.988,89.1,-25.7
2025-08-26T01:50:11.907Z,22.9907,72.6135,Ahmedabad Coast,7.09,7.15,8.17,30.80,93.26,29.07,5.341,1.255,2.028,2.792,261.09,19397.70,0.4434,0.000984,0.03134,0.00658,0.0568,0.1110,0.2994,0.3482,0.4789,0.0000,37,142,9254,1850,340.27,0.4795,0.5003,High,27.40,35.81,52244.31,99.06,11,0.0686,0.2327,Agricultural,0.1650,0.3770,0.3455,0.3679,0.2156,0.6133,71.45,Warning,High,0.987,85.8,-25.5
2025-08-26T01:20:11.907Z,22.2733,71.2100,Gujarat Coast,6.56,6.01,12.28,45.57,164.77,47.93,8.010,2.055,2.914,4.053,353.39,20867.05,0.7669,0.001955,0.04862,0.00951,0.0960,0.1874,0.4758,0.5330,0.9360,0.7436,68,258,16804,3360,610.94,0.6878,0.7522,Critical,28.16,36.85,54316.75,84.47,18,0.1543,0.4925,Industrial,0.7436,0.6399,0.6055,0.4659,0.3637,0.4028,57.89,Non-Compliant,Extreme,0.894,71.7,-38.6
2025-08-26T00:50:11.908Z,21.6879,69.6292,Porbandar,7.83,8.49,3.81,10.13,38.30,10.33,0.939,0.414,0.724,0.423,163.68,18660.71,0.0476,0.000049,0.00980,0.00046,0.0031,0.0263,0.0406,0.0142,0.1086,0.0000,17,62,4036,807,134.61,-0.0096,0.1173,Low,26.50,35.58,49926.88,190.50,2,-0.0071,0.1432,Natural/Background,0.0305,0.0841,0.3949,0.1461,-0.0010,0.7503,83.27,Compliant,Low,0.886,89.8,-22.3
2025-08-26T00:20:11.908Z,22.2364,68.9992,Dwarka,7.18,7.43,8.32,31.16,77.65,28.84,4.040,0.954,1.698,2.060,242.87,19422.06,0.3593,0.001066,0.02451,0.00487,0.0401,0.0879,0.2459,0.2609,0.3136,0.0000,46,170,11078,2215,387.02,0.2944,0.3253,High,27.21,35.68,51436.42,123.57,9,0.0475,0.2065,Urban Runoff,0.3641,0.3593,0.6342,0.2369,0.1643,0.5204,74.20,Warning,Moderate,0.891,86.1,-23.4
2025-08-25T23:50:11.908Z,22.4525,70.0913,Jamnagar,6.30,5.94,13.43,46.81,175.00,44.76,7.960,2.127,2.977,3.887,319.98,21139.20,0.6678,0.002091,0.04747,0.00820,0.0860,0.2094,0.4510,0.6024,0.8973,0.7633,74,280,18195,3639,656.29,0.7114,0.7102,Critical,28.21,37.31,54400.16,80.70,19,0.1641,0.5034,Industrial,0.7633,0.7330,0.8763,0.6088,0.3240,0.3683,55.26,Non-Compliant,Extreme,0.962,90.0,-33.2
2025-08-25T23:20:11.908Z,21.7639,72.1834,Bhavnagar,6.69,6.67,10.01,40.65,114.78,33.51,6.307,1.491,2.563,2.989,291.16,19962.68,0.5850,0.001342,0.03492,0.00607,0.0800,0.1558,0.3531,0.4591,0.6755,0.5671,47,182,11863,2372,436.59,0.4547,0.6407,Very High,27.72,36.65,53578.69,74.29,14,0.1184,0.4330,Agricultural,0.2127,0.4336,0.3015,0.3437,0.2237,0.5899,61.47,Non-Compliant,High,0.995,93.8,-21.5
2025-08-25T22:50:11.908Z,20.9441,70.1994,Veraval,7.02,7.13,9.66,32.42,103.98,26.23,5.399,1.358,2.033,2.423,279.45,19846.89,0.3630,0.000952,0.02556,0.00504,0.0478,0.0867,0.2752,0.3685,0.4181,0.0000,55,203,13206,2641,462.70,0.4074,0.5171,High,27.41,36.32,53710.64,92.98,11,0.1034,0.3406,Urban Runoff,0.4448,0.2960,0.7861,0.3932,0.1431,0.6310,73.10,Warning,High,0.949,76.5,-30.3
2025-08-25T22:20:11.908Z,23.0394,72.5962,Ahmedabad Coast,6.69,6.51,12.05,40.20,130.51,35.39,6.244,1.552,2.291,3.519,303.66,20441.69,0.7040,0.001438,0.04230,0.00853,0.0755,0.1771,0.3835,0.4351,0.7444,0.6109,45,176,11440,2288,429.00,0.5342,0.5936,Very High,27.82,36.07,54280.00,101.19,15,0.1357,0.5276,Agricultural,0.2291,0.6008,0.2262,0.4137,0.3489,0.4409,64.04,Non-Compliant,Extreme,0.955,83.9,-32.3
2025-08-25T21:50:11.908Z,22.2161,71.2283,Gujarat Coast,7.56,8.02,5.17,20.07,66.14,13.78,1.969,0.692,0.780,1.157,215.49,18285.45,0.1635,0.000540,0.00792,0.00210,0.0228,0.0425,0.1046,0.0977,0.2815,0.0000,34,123,7997,1599,272.32,0.2560,0.1659,Moderate,26.81,35.49,50976.33,174.26,5,0.0148,0.0577,Urban Runoff,0.2063,0.1778,0.5943,0.1439,0.1791,0.6872,77.16,Compliant,Moderate,1.000,83.8,-20.1
